,Name,Year,Tv Certificate,Duration per episode,Genre,Ratings,Actor/Actress,Votes
2512,Histoires insolites,1974– ,,52 min ," Crime, Mystery, Thriller",8.0," Jean-Pierre Darras, Bernard Le Coq, Nicole Desailly, Michel Fortin", 9
2513,Stop Susan Williams,1979,,20 min ," Action, Adventure, Comedy",7.3," Susan Anton, Ray Walston, Michael Swan, John Hancock", 45
2514,23 Morde,2019– ,,45 min ," Crime, Drama, Thriller",5.7," Shadi Hedayati, Franz Dinda, Bernhard Piesk, Wilfried Hochholdinger", 103
2515,Beyaz Gelincik,2005–2007,,60 min ," Crime, Drama, Mystery",5.2," Erkan Petekkaya, Sezin Akbasogullari, Ismail Hacioglu, Tülin Özen", 410
2516,The Good Son,2017–2018,,,"Action, Drama, Romance",8.7," Joshua Garcia, Jerome Ponce, Nash Aguas, McCoy De Leon", 12
2517,Sam et Sally,1978–1980,,52 min ," Adventure, Comedy, Thriller",4.8," Georges Descrières, Corinne Le Poulain, Nicole Calfan, Michel Peyrelon", 23
2518,Il maresciallo Rocca,1996–2005,,90 min ," Action, Comedy, Crime",6.7," Gigi Proietti, Sergio Fiorentini, Mattia Sbragia, Francesca Rinaldi", 148
2519,Punishment,2022– ,,45 min ," Action, Crime, Drama",7.4," Johnny Huang, Honghao Xu, Xia Hou Bin, Xun Zhao", 11
2520,Joaquin Bordado,2008– ,,45 min ," Action, Adventure, Crime",7.5," Robin Padilla, Iza Calzado, Eddie Garcia, Ian Veneracion", 26
2521,Twisted Tales,2005– ,,30 min ," Comedy, Drama, Horror",6.7," Yoel Goldenberg, Margaret Henshaw, Marc Warren, Simon Woods", 67
2522,Apaches,2015–2017,,,"Drama, Thriller",7.0," Alberto Ammann, Verónica Echegui, Eloy Azorín, Paco Tous", 319
2523,Natural Lies,1992– ,,159 min , Thriller,5.9," Bob Peck, Denis Lawson, Sharon Duce, Brian Protheroe", 132
2524,When a Snail Falls in Love,2016,TV-14 , 33 min ," Action, Crime, Romance",7.6," Kai Wang, Ziwen Wang, Yue Xu, Heng Yu", 306
2525,Un nuevo amanecer,1988–1989,,,"Drama, Mystery, Romance",5.4," Jacqueline Andere, Pedro Armendáriz Jr., Blanca Guerra, Salma Hayek", 26
2526,The Fugitive: Plan B,2010,,,"Action, Comedy, Romance",6.9," Daniel Henney, Rain, Lee Jung-Jin, Lee Na-young", 278
2527,The Reaping,2017– ,,59 min ," Crime, Drama, Mystery",7.3," Roberto D'Antona, Annamaria Lorusso, Michael Segal, Federico Mariotti", 706
2528,Can You Hear Me?,2020– ,,20 min ," Drama, Thriller",9.1," Michelle Dilhara, Dilhani Ekanayake, Shalitha Gunawardana, Veena Jayakody", 7
2529,Purgatory,2020– ,,,"Horror, Thriller",7.1," Danny Mahoney, Erik Fellows, Anelya Gubryan, Tatjana Marjanovic", 28
2530,Doctor Detective,2019,,,"Drama, Thriller",6.9," Jin-hee Park, Tae-gyu Bong, Ki-woo Lee, Noo-Ri Bae", 27
2531,Q & Q,1974–1976,,,"Adventure, Crime, Family",7.8," Bob De Lange, Erik van 't Wout, Martin Perels, Cor van den Brink", 218
2532,Freaky,2003– ,,,"Drama, Fantasy, Horror",6.9," Daniel Costello, Paul Yates, Dylan McKay, Stephanie Reid", 61
2533,Blassreiter,2008,,23 min ," Animation, Action, Sci-Fi",6.8," Masaya Matsukaze, Shizuka Itô, Unshô Ishizuka, Jamie Marchi", 251
2534,Ultimate Note,2020– ,,45 min ," Action, Adventure, Fantasy",8.5," Joseph Zeng, Yuliang Xiao, Hani Kyzy", 46
2535,Yellowthread Street,1990,,52 min ," Action, Crime, Mystery",8.5," Ray Lonnen, Doreen Chan, Bruce Payne, Robert Taylor", 59
2536,The Spiral,2012,,246 min ," Crime, Drama, Mystery",6.0," Paw Henriksen, Elmer Bäck, Teun Luijkx, Thomas Ryckewaert", 329
2537,El accidente,2017–2018,,,Thriller,6.1," Inma Cuesta, Quim Gutiérrez, Berta Vázquez, Alain Hernández", 204
2538,Wandjina!,1966,,30 min ," Drama, Fantasy, Horror",8.2," David Yorston, Mark McManus, Anne Haddy, Brian James", 12
2539,Care Kori Na,2012–2013,,,Thriller,6.9," Madhumita Sarcar, Farhan Imroze, Saayoni Ghosh, Rohit Mukherjee", 41
2540,V imenu ljudstva,2020– ,,55 min ," Crime, Drama, Thriller",7.4," Rok Vihar, Ajda Smrekar, Ivo Ban, Jernej Gasperin", 119
2541,Scarred,2013–2016,,40 min ," Crime, Drama, Thriller",8.2," Hanan Savyon, Guy Amir, Agam Rudberg, Tuval Shafir", 615
2542,The Road: Tragedy of One,2021– ,,70 min ," Mystery, Thriller",6.3," Woo-Sung Hyun, Jin-hee Ji, Yun Se-ah, Kim Hye-Eun", 56
2543,Vite in fuga,2020– ,,,"Drama, Thriller",6.5," Claudio Gioè, Barbora Bobulova, Tobia De Angelis, Anna Valle", 49
2544,Tantra,2018–2019,,,"Drama, Fantasy, Thriller",6.7," Farida Dadi, Gautam Vig, Sargun Kaur Luthra, Meghan Jadhav", 18
2545,Ultraman Taro,1973–1974,TV-PG , 30 min ," Action, Adventure, Comedy",7.1," Saburô Shinoda, Toyoyuki Kimura, Shûsuke Tsumura, Kiyoko Matsuya", 163
2546,Fortier,2001– ,,40 min , Thriller,8.1," Sophie Lorain, Gilbert Sicotte, Pierre Lebeau, Jean-François Pichette", 311
2547,Interpol,2010– ,,52 min ," Drama, Mystery, Thriller",7.0," Mark Grosy, Thomas Cerisola, Mar Sodupe, Junior Rondinaud", 15
2548,Board James,2009– ,TV-MA ,," Comedy, Horror, Thriller",8.2," James Rolfe, Mike Matei, Brendan Castner, Kevin Finn"," 2,306"
2549,Blood Oath,2020,,60 min ," Action, Crime, Thriller",7.4," Aya Tiba, Khazen Kevin, Nada Abou Farhat, Basel Khayyat", 36
2550,The Hunt for Salamander,Otdel Izdirvane) (2021– ,,,Thriller,9.1," Martin Radoev, Iva Mihalic, Hristo Petkov, Julian Vergov", 67
2551,8.13,2010–2013,,81 min ," Action, Drama, Horror",6.4," Beau Ryan, Chris Dorman, Traycee King, Marisha Ray", 62
2552,Naked Vegas,2013–2014,,,"Comedy, Reality-TV, Sci-Fi",7.2," Drew Marvick, Nix Herrera, Orlando Lara, Red Belmonte", 104
2553,Nada personal,1996–1997,,60 min ," Action, Crime, Thriller",7.3," Demián Bichir, Rogelio Guerra, Lupita Ferrer, Christianne Gout", 47
2554,Mula sa puso,2011,,,"Crime, Drama, Romance",7.2," Lauren Young, JM de Guzman, Enrique Gil, Dawn Zulueta", 95
2555,26 January,2018,,,"Drama, Thriller",4.4," Madhurima Tuli, Mrunal Jain", 15
2556,L'Imposteur,2016– ,,,Thriller,8.2," Marc-André Grondin, Guillaume Cyr, François Chénier, Sophie Desmarais", 140
2557,Höök,2007–2008,,58 min ," Crime, Drama, Thriller",6.3," Peter Carlberg, Freddy Åsblom, Björn Gustafson, Rafael Pettersson", 154
2558,The Joker Blogs,2008–2017,,,"Action, Crime, Thriller",8.6," Scott McClure, Steven Molony, Kira Rudjen, Kendra Cashmore", 535
2559,+ de 100 mentiras,2018– ,,,Thriller,6.5," Javier Ruesga, Jorge Motos, Alejandro Albarracín, Antonio Hernández", 28
2560,Nada Personal,2017,,,"Crime, Thriller",7.8," Silvia Carusillo, Hector Kotsifakis, Alexis Valdés, Orlando Moguel", 21
2561,The Accident,2016–2017,,,"Crime, Drama, Mystery",6.8," Bruno Solo, Charlotte Talpaert, Rose Montron, Charlotte Des Georges", 96
2562,Outer Limits,1983–1984,,,"Fantasy, Horror, Mystery",8.7, Edgar Leslie Driscoll Jr., 10
2563,Dugong buhay,2013,,30 min ," Action, Crime, Drama",6.9," Ejay Falcon, Arjo Atayde, Jed Montero, Yam Concepcion", 9
2564,Bullseye: The Man Who Never Misses,2017– ,,19 min ," Action, Crime, Drama",7.8," Preston Geer, Emily Bolt, Joe Calarco, Cody Mobley", 15
2565,Yuri Kuma Arashi,2015,TV-MA , 24 min ," Animation, Drama, Fantasy",6.7," Miho Arakawa, Yoshiko Ikuta, Nozomi Yamane, Jun'ichi Suwabe", 257
2566,"Omerta, la loi du silence",1996– ,,528 min ," Thriller, Crime",8.4," Michel Côté, Luc Picard, Dino Tavarone, Claude Michaud", 287
2567,Ardhsatya - Jeevan Ke Rahasya,2020– ,,,"Drama, Mystery, Thriller",7.8," Ojaswini Gul, Guncha, Chandrakant Bhandari, Aakshay Yaduvanshi", 6
2568,Spiral: The Bonds of Reasoning,2002–2003,TV-PG , 25 min ," Animation, Crime, Drama",7.1," Caitlin Glass, Kenichi Suzumura, Masumi Asano, Daniel Katsuk", 262
2569,Torre de Babel,1998–1999,,55 min ," Drama, Thriller, Romance",6.4," Natália do Vale, Marcos Palmeira, Juca de Oliveira, Christiane Torloni", 220
2570,Unriddle,2010– ,,60 min ," Action, Adventure, Drama",7.5," Rui En, Li Ping Chen, Sora Ma, Adam Chen", 30
2571,Daryl,2009,,5 min ," Short, Comedy, Thriller",5.4, Dan Harmon, 34
2572,Chessgame,1983,,60 min , Thriller,7.4," Terence Stamp, Carmen Du Sautoy, Michael Culver, Robin Sachs", 33
2573,De jacht,2016,,42 min , Thriller,6.8," Loes Haverkort, Fedja van Huêt, Mark Rietman, Nasrdin Dchar", 128
2574,Thanksgiving,2018–2019,,,"Drama, Thriller",6.1," Grégoire Colin, Evelyne Brochu, Arthur Igual, Fred Epaud", 82
2575,Heroes Wanted: The Series,2018,TV-14 ,," Action, Adventure, Comedy",5.7," Cristina Castaño, Canco Rodríguez, Adriana Torrebejano, Octavi Pujades", 224
2576,Great Ghost Tales,1961,,30 min ," Drama, Horror, Mystery",8.1," Richard Thomas, Robert Duvall, Walter Matthau, Lois Nettleton", 40
2577,Você Decide,1992–2000,,35 min , Thriller,5.6," Lúcia Romano, Milton Gonçalves, Paulo Reis, Rita Guedes", 134
2578,Jeepers Creepers Theater,1962–1966,,90 min ," Comedy, Fantasy, Horror",7.1," Fred Stuthman, Lietta Harvey, Bob Guy, Jim Sullivan", 21
2579,A Fox in Space,2016– ,,13 min ," Animation, Comedy, Crime",8.9," Matthew Gafford, Angel Escolabes Jr., Jane Barnstien, Deven Christian Mack", 80
2580,Michael Reeves,2017– ,,15 min ," Comedy, Reality-TV, Thriller",9.6," LilyPichu, Imane 'Pokimane' Anys, William Osman, Michael Reeves", 19
2581,Dragon Love,1999,,45 min ," Drama, Fantasy, History",8.0," Benny Chan, Fennie Yuen, Kar Lok Chin, Rain Lau", 9
2582,Guardia-García,2018–2019,,,"Crime, Thriller",7.1," Rafael Sánchez Navarro, Kristyan Ferrer, Eligio Meléndez, Ignacio Guadalupe", 10
2583,Voyeur,2016– ,,,Thriller,8.3," Lucas Veltrie, Marisa Roper, Dave Murgittroyd, Yanna Buttons", 11
2584,DinoZaurs,2000–2001,TV-Y7 , 30 min ," Action, Adventure, Animation",6.8," Bob Joles, Jason Spisak, Wendee Lee, Doug Erholtz", 67
2585,The Siege,2017,,43 min ," Drama, Thriller",8.1," Alexandre Goyette, Gilles Renaud, Denise Bouchard, Christian Essiambre", 18
2586,Alice in Chains: Black Antenna,2019,,,"Music, Sci-Fi, Thriller",8.9," Alice in Chains, Jerry Cantrell, William DuVall, Paul Sloan", 27
2587,Scandal,2013,,,"Drama, Romance, Thriller",7.2," Jin Ju-hyeong, Jae-won Kim, Jae-Hyun Cho, Yun-hie Jo", 27
2588,Magkaribal,2010,TV-PG ,," Drama, Mystery, Romance",6.8," Bea Alonzo, Gretchen Barretto, Derek Ramsay, Erich Gonzales", 20
2589,The Mysterious Class,2021,,23 min ," Mystery, Thriller",7.5," Haruto, Kim Doyoung, Choi Hyun-Seok, Ye-dam Bang", 19
2590,Be Reborn,2022,,45 min ," Crime, Mystery, Thriller",7.2," Yi Zhang, Karry Wang", 42
2591,Aria the Scarlet Ammo AA,2015,TV-14 , 23 min ," Animation, Action, Comedy",5.6," Monica Rial, Amber Lee Connors, Leah Clark, Madeleine Morris", 123
2592,Prison Break: Proof of Innocence,2006– ,,2 min ," Short, Adventure, Crime",7.3," Mandell Maughan, John Patrick Jordan, James C. Burns, Joseph A. Garcia", 523
2593,Montecristo,I) (2006,,60 min ," Drama, Mystery, Romance",7.2," Pablo Echarri, Paola Krum, Joaquín Furriel, Viviana Saccone", 209
2594,Back Home,2017–2019,,,Thriller,6.4," Alessio Boni, Sergio Rubini, Lucrezia Lante della Rovere, Thomas Trabacchi", 104
2595,Transitions,2019– ,TV-MA , 56 min ," Crime, Drama, Thriller",7.0," Wali Johnson, Anwan Glover, Michelle Harris, King Wesley", 23
2596,Dial M for Murder,1974,,50 min , Thriller,6.2," Jay Neill, Robert Lister, Gemma Jones, Elaine Stritch", 7
2597,La Quinceañera,2017–2018,TV-MA ,," Horror, Thriller",6.8," Patricia De Leon, Mauricio Mendoza, Veronica Diaz Carranza, Gustavo Gomez", 39
2598,Sleepless Society: Two Pillows & A Lost Soul,2020– ,,,"Drama, Thriller",5.6," Namthip 'Bee' Jongrachatawiboon, Tosatid Darnkhuntod, Boonsong Nakphoo, Arachaporn Pokinpakorn", 46
2599,Estefanía,1979– ,,60 min ," Drama, Romance, Thriller",9.0," Pierina España, José Luis 'El Puma' Rodríguez, Carlos Olivier, Gustavo Rodríguez", 23
2600,Tales of the Lockdown,2020,,20 min ," Comedy, Romance, Thriller",5.7," Alberto Ammann, Manuela Velasco, Luis Tosar, Carlos Bardem", 124
2601,Daphne in the Brilliant Blue,2004,TV-PG , 25 min ," Animation, Action, Adventure",6.9," Mai Nakahara, Carrie Savage, Sayaka Ôhara, Kana Ueda", 87
2602,Kristine,2010–2011,,,"Crime, Drama, Mystery",7.5," Cristine Reyes, Zanjoe Marudo, Rafael Rosell, Eric Fructuoso", 27
2603,Lady Cop,1994–2006,,48 min ," Crime, Drama, Thriller",5.8," Hannelore Elsner, Karlheinz Lemken, Thomas Scharff, Til Schweiger", 125
2604,Zambi,2019,,,Thriller,5.3," Asuka Saitô, Yûki Yoda, Miona Hori", 53
2605,Changelings,2013– ,,13 min ," Crime, Horror, Mystery",6.0," Vincent Veloso, Danni Wang, Jacob Berger, Rene Ojeda", 27
2606,Project Orpheus,2016,,,"Drama, Thriller",6.7," Lisa Smit, Stefanie van Leersum, Jouman Fattal, Tobias Nierop", 121
2607,Byomkesh,2014– ,,50 min , Thriller,8.3," Gaurav Chakrabarty, Saugata Bandyopadhyay, Ridhima Ghosh, Ankit Shaw", 91
2608,High Priestess,2019– ,,,"Fantasy, Mystery, Thriller",6.4," Vijayalakshmi Ahathian, Deepak, Basak Gaziler Prasad, Rajiv Rajaram", 36
2609,Tom Stone,2002–2003,,60 min ," Drama, Thriller, Action",7.4," Chris William Martin, Janet Kidder, Stuart Margolin, Natascha Girgis", 73
2610,Under Cover,1991– ,,60 min ," Drama, Thriller",8.4," Linda Purl, Kasi Lemmons, Arlene Taylor, Marnette Patterson", 36
2611,Outsider Bloodline,2021– ,,,"Action, Drama, Thriller",4.6," Ahmed el-Sakka, Amir Karara, Mai Omar, Ahmed Malek", 330
2612,The Hotel Barclay,2013– ,,8 min , Thriller,5.0," Scott Vance, Bill Watterson, Joy Darash, Dominic Bogart", 54
2613,Tales of Mystery and Imagination,1995,,30 min ," Drama, Horror, Mystery",6.2," Christopher Lee, Graham Armitage, Ian Paton, Bozidar Alic", 89
2614,Trece miedos,2007– ,,22 min ," Fantasy, Horror, Mystery",6.4," Constantino Morán, Ricardo Campos, Tony Dalton, Antonio de la Vega", 129
2615,Aweful Movies with Deadly Earnest,I) (1967–1973,,,"Comedy, Drama, Fantasy",6.7, Ralph Baker, 14
2616,Ghost Lab,2009– ,,,"Documentary, Mystery, Reality-TV",5.2," Brad Klinge, Barry Klinge, Katie Burr, Mike Rowe", 392
2617,Virtual Morality,2015– ,,,"Comedy, Horror, Thriller",8.1," Alina Abramovich, Ali Gallo, Amanda Viola, Nikola Balac", 40
2618,Voice: Emergency Control Room 110,2019– ,,,"Crime, Mystery, Thriller",6.9," Yôko Maki, Yûya Endô, Toshiaki Karasawa, Takahisa Masuda", 32
2619,Super Scary Saturday,1987–1989,,120 min ," Comedy, Drama, Horror",8.3, Al Lewis, 40
2620,DNA,2020–2021,,,Thriller,5.3," Daniella Rahme, Motasem Al-Nahar, Samara Nohra, Mohamad Fouani", 26
2621,The Well,2009– ,,,"Fantasy, Thriller",8.4," Jo Woodcock, Isaac Ssebandeke, Karen Gillan, Gregory Foreman", 29
2622,Star Bestsellers,1999–2000,,40 min ," Action, Drama, Mystery",7.8," Shilpa Tulaskar, Tushar Dalvi, Hussain Kuwajerwala, Kay Kay Menon", 42
2623,X-Zone,1998– ,,45 min ," Crime, Drama, Horror",6.5," Murali Sharma, Ashwini Kalsekar, Abhimanyu Singh, Achint Kaur", 52
2624,Haplos,2017–2018,TV-14 ,," Action, Drama, Fantasy",5.4," Sanya Lopez, Thea Tolentino, Pancho Magno, Rocco Nacino", 7
2625,Eclipse,2018– ,,30 min , Thriller,8.8," Janardan Kadam, Pallavi Joshi, Manjiri Pupala, Sunil Barve", 202
2626,Mech,2009– ,,,"Crime, Drama, Thriller",7.3," Ed Fleroff, Roman Kurtsyn, Timur Efremenkov, Darya Poverennova", 144
2627,MahaKumbh,2014–2015,,,"Action, Fantasy, Thriller",7.8," Gautam Rode, Payal Rajput, Seema Biswas, Manish Wadhwa", 116
2628,El Meshwar,2022– ,,,Thriller,3.9," Dina El Sherbiny, Ahmed Magdy, Bayoumi Fouad, Amr Abdulgalil", 88
2629,Selssal El Dam,2013–2018,,,"Drama, Thriller",5.7," Ashraf Saleh, Majdi Abdulzaher, Mahmoud Abdel Ghaffar, Diaa Abdel Khalek", 24
2630,The Party,2014,,45 min ," Crime, Drama, Mystery",8.0," Patricia Pillar, Tony Ramos, Sophie Charlotte, Daniel de Oliveira", 262
2631,Night Head 2041,2021– ,,,"Animation, Action, Crime",6.9," Takahiro Sakurai, Daisuke Ono, Nobunaga Shimazaki, Kenshô Ono", 108
2632,Asura Cryin',2009,TV-14 ,," Animation, Action, Comedy",6.5," Miyu Irino, Haruka Tomatsu, Ai Nonaka", 110
2633,The Devil,2007,,70 min ," Drama, Mystery, Thriller",7.8," Shin Min-a, Ju Ji-Hoon, Choi Deok-moon, Greena Park", 144
2634,Black Intelligence,2010–2013,,,"Action, Crime, Mystery",6.3," Hosein Yari, Keikavoos Yakideh, Arsalan Ghasemi, Laleh Marzban", 220
2635,Scary Endings,2015–2020,,,"Short, Horror, Mystery",7.6," Ryan Dillon, Miles Chandler, Adam J. Yeend, Sarah Scott", 84
2636,La source,2013– ,,,"Adventure, Crime, Drama",6.2," Flore Bonaventura, Christopher Lambert, Clotilde Courau, Maruschka Detmers", 43
2637,Inhibidos,2017– ,,,Thriller,5.8," Jaime Olías, Miguel Bernardeau, Blanca Parés, Olivia Baglivi", 35
2638,Ammayariyathe,2020– ,,22 min ," Drama, Romance, Thriller",5.0," Keerthi Gopinath, Neethu Krishna, Nikhil Nair, Boban Alumoodan", 175
2639,Sleepless Society: Nyctophobia,2019– ,,50 min ," Mystery, Thriller",6.0," Inthira Charoenpura, Laila Boonyasak, Jason Young, Nattapat Nimjirawat", 52
2640,Haute tension,1988–1994,,,Thriller,8.2," Jean-Philippe Écoffey, Jacques Perrin, Jacques Penot, Marc de Jonge", 13
2641,Guante blanco,2008,,,"Action, Comedy, Thriller",7.6," Carlos Hipólito, José Luis García-Pérez, José Ángel Egido, Eloy Azorín", 92
2642,Soldier and Me,1974,,,Thriller,8.3," Richard Willis, Gerry Sundquist, Constantine Gregory, Richard Ireson", 16
2643,Unknown Sender,2008– ,,10 min ," Drama, Horror, Mystery",4.5," Stan Freberg, Holly Kaplan, Joanne Whalley, Timothy Dalton", 42
2644,Perseguidos,2016–2017,TV-14 ,," Action, Adventure, Crime",6.3," Saúl Hernández, Mauricio Islas, Irán Castillo, Zamia Fandiño", 22
2645,Bhanwar,2020– ,,,"Drama, Mystery, Sci-Fi",3.6," Priya Banerjee, Karanvir Bohra, Mantra Mugdh, Sonia Varma", 84
2646,The Consultant,1983– ,,50 min , Thriller,8.0," Hywel Bennett, Donald Burton, Geoffrey Whitehead, Jonathon Morris", 27
2647,Amar sin límites,2006–2007,,60 min ," Action, Drama, Mystery",6.8," Karyme Lozano, Valentino Lanus, René Strickler, Mónika Sánchez", 48
2648,Citizen X,2011– ,,45 min ," Drama, Thriller",7.6," Mahmoud Abdulmoghni, Sherry Adel, Mohamed Alaa, Nabil Eissa", 249
2649,Beg ulitok,2022,,45 min ," Drama, Thriller",6.6," Darya Ursulyak, Kirill Zhandarov, Polina Shepovalova, Valeriy Pankov", 26
2650,Innocent,2008– ,,,"Crime, Drama, Thriller",6.5," Alexandra Neldel, Clemens Schick, Erhan Emre, Pier Niemann", 69
2651,Bird of Prey,1982– ,,50 min , Thriller,8.4," Richard Griffiths, Carole Nimmons, Jeremy Child, Nigel Davenport", 152
2652,No Nos Quieren Ver,2021– ,,,Thriller,8.9," Tamara Acosta, Francisca Lewin, Roberto Farías, Elvis Fuentes", 58
2653,Wlad Lmarsa,2021– ,,40 min ," Action, Crime, Drama",8.1," Amine Ennaji, Aziz Dadas, Nadia Ait, Abdeslam Bouhcini", 17
2654,Über die Grenze,2017– ,,,"Crime, Drama, Thriller",7.1," Anke Retzlaff, Philippe Caroit, Bernhard Piesk, Noémie Kocher", 97
2655,Tycoon,2017– ,,,Thriller,4.4," Chelsea Tavares, Jon Fletcher, RJ Brown, Ann Cusack", 168
2656,Adhuri Kahaani Hamari,2015–2016,,22 min ," Romance, Thriller",6.3," Mahima Makwana, Laksh Lalwani, Suhani Dhanki, Niel Satpuda", 22
2657,Les compagnons d'Eleusis,1975– ,,13 min ," Adventure, Mystery, Romance",8.8," Bernard Alane, Hubert Gignoux, Thérèse Liotard, Pierre Tabard", 22
2658,The Fatal Mission,2016,,45 min ," Action, Thriller, War",6.6," Yi-zhou Sun, Qing Jia, Ryan Zheng, Paul Philip Clark", 8
2659,Das unsichtbare Visier,1973–1979,,,"Crime, Drama, Thriller",8.3," Wolfgang Greese, Alfred Struwe, Walter Niklaus, Jessy Rameik", 51
2660,Vampire Prosecutor,2011–2012,,58 min ," Fantasy, Mystery, Thriller",7.6," Jeong-hun Yeon, Young-Ah Lee, Won-jong Lee, Joo-Young Kim", 241
2661,Cromo,2015– ,,120 min ," Crime, Drama, Thriller",6.8," Germán Palacios, Guillermo Pfening, Emilia Attías, Mariana Anghileri", 143
2662,Movie Nights,2010– ,,,"Comedy, Family, Fantasy",7.6," Allison Pregler, Phelan Porteous, Brad Jones, Mathew Buck", 360
2663,Türkiye'deki Seri Katiller,2021,,,"Documentary, Crime, Mystery",8.0," Murat Kurt, Deniz Çikmaz", 115
2664,The Deadly Ernest Horror Show,1985–1991,,,"Comedy, Drama, Horror",8.4," Jilly Johnson, Jack Hardy", 12
2665,Clever Girl,2015– ,,22 min ," Crime, Romance, Thriller",8.9," Kip Bennett, Tifani Winkfield, Shannon Faith, Jason Greear", 75
2666,En carne propia,1990–1991,,30 min ," Drama, Mystery, Romance",8.1," Edith González, Eduardo Yáñez, Gonzalo Vega, Angélica Aragón", 9
2667,Creature Double Feature,1973–1983,,,"Action, Fantasy, Horror",7.7," Dale Dorman, Ron Dwyer, Tom Evans, Rich Koz", 14
2668,Creature Features,1971–1984,,,"Comedy, Fantasy, Horror",8.6," William Herbert, Bob Wilkins, John Stanley", 100
2669,Hunted,2018– ,,112 min ," Drama, Thriller",5.6," Jenifer Bartoli, Félix Bossuet, Joffrey Platel, Matthias Van Khache", 139
2670,Ha-E,2007–2009,,,"Adventure, Drama, Sci-Fi",7.8," Yon Tumarkin, Avigail Harari, Oz Zehavi, Liat Bello", 172
2671,To kleidi tou Paradeisou,2008–2009,,45 min ," Comedy, Mystery, Romance",6.1," Spiros Papadopoulos, Zeta Makrypoulia, Apostolis Totsikas, Anna Kalaitzidou", 78
2672,Range,2021– ,,,"Crime, Thriller",9.5," Simmerpal Singh, Arundeep, Hobby Dhaliwal, Hashneen Chauhan", 79
2673,Shock Theater,I) (1963–1966,,,"Drama, Horror, Mystery",8.6, Ernie Anderson, 65
2674,Year of Spies,2014–2015,,,Thriller,8.2," Ross Grant, Sian Hill, Rachel Shenton, Garry Graham-Smith", 11
2675,The Dragon Syndrome,2012,,,"Mystery, Thriller",6.6," Leonid Bichevin, Dmitriy Mulyar, Andrey Merzlikin, Aleksey Guskov", 48
